app_name,release_date,developer,item_id,price
Steel Punk Ball,2017,ExclexGame,679510.0,1.99
Fantasy Grounds - Disposable Heroes: Sci-Fi Aliens (Token Pack),2017,"SmiteWorks USA, LLC",682900.0,3.99
Fantasy Grounds - Disposable Heroes: Fantasy 4E (Token Pack),2017,"SmiteWorks USA, LLC",684140.0,3.99
Fantasy Grounds - Deities of the Haunted Highlands (Castles & Crusades),2017,"SmiteWorks USA, LLC",680790.0,0.0
Fantasy Grounds - Kith'takharos: Seal the Rift! (Savage Worlds),2017,"SmiteWorks USA, LLC",674880.0,7.99
The Climber,2017,Felipe Nicolazzi,678500.0,3.99
Fantasy Grounds - Kith'takharos Simple Scenario Bundle (Savage Worlds),2017,"SmiteWorks USA, LLC",676040.0,7.99
Mafia III: Sign of the Times,2017,Hangar 13,598022.0,9.99
Forgotten Faces,2017,RIP Horse Studio,664870.0,2.99
People Eater - Soundtrack,2017,Perfect Square Studios LLC,684730.0,0.0
People Eater,2017,Perfect Square Studios LLC,618190.0,8.99
Adam Newman: Fuzzies,2017,,654280.0,4.99
Aven Colony,2017,Mothership Entertainment LLC,484900.0,29.99
Aven Colony - Soundtrack,2017,Mothership Entertainment LLC,685820.0,4.99
Pressure Overdrive,2017,Chasing Carrots,425240.0,12.99
Fantasy Grounds - Hellfrost: Rassilon Expansion (Savage Worlds),2017,"SmiteWorks USA, LLC",679850.0,24.99
Fate/EXTELLA,2017,Marvelous Inc.,511680.0,49.99
V: Soundtrack,2017,Creability,683420.0,3.99
Pixel Puzzles Ultimate - Puzzle Pack: Desserts,2017,DL Softworks,591509.0,6.99
Rocksmith® 2014 Edition – Remastered – Marilyn Manson Song Pack,2017,Ubisoft - San Francisco,637703.0,7.99
Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “Coma White”,2017,Ubisoft - San Francisco,637704.0,2.99
Audioship,2017,Insanity Interactive,661560.0,6.99
Fate/EXTELLA - Stay night Model (Gilgamesh),2017,Marvelous Inc.,626562.0,0.99
Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “The Beautiful People”,2017,Ubisoft - San Francisco,637705.0,2.99
Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “Tourniquet”,2017,Ubisoft - San Francisco,637706.0,2.99
Fate/EXTELLA - Stay night Model (Nameless),2017,Marvelous Inc.,626560.0,0.99
Fate/EXTELLA - Stay night Model (Artoria),2017,Marvelous Inc.,626561.0,0.99
Fate/EXTELLA - Immoral Biker Jacket,2017,Marvelous Inc.,626548.0,1.99
Hobo: Tough Life,2017,Perun Creative,632300.0,18.99
Fate/EXTELLA - Formal King,2017,Marvelous Inc.,626547.0,1.99
Village Of Souls,2017,videjagamesyo,671670.0,3.99
Catch a Lover,2017,Toxic Dog,589320.0,6.99
Swap Blocks Soundtrack,2017,Wizbyte Games,672170.0,0.99
Crashnauts,2017,Fueled By Rockets,414490.0,9.99
Fierce Tales: Marcus' Memory Collector's Edition,2017,Blam! Games,678420.0,12.99
Space Hit - Guise DLC,2017,Artur Rezende,676890.0,0.0
Iron Tides,2017,Crash Wave Games Inc.,609410.0,14.99
Fateholders of Tetsoidea RPG,2017,Brewsterland Studios,665240.0,2.99
Pixel Shopkeeper,2017,"Pixel Prototype, LLC",603940.0,7.99
MAGIX Audio Cleaning Lab 2017 Steam Edition,2017,MAGIX Software GmbH,670450.0,49.99
Planet Coaster - Back to the Future™ Time Machine Construction Kit,2017,Frontier Developments,611421.0,2.99
Glasswinged Ascension,2017,Sergey Kalmanovich (aka Red Spot Sylphina),668670.0,2.99
Planet Coaster - Knight Rider™ K.I.T.T. Construction Kit,2017,Frontier Developments,611420.0,2.99
Planet Coaster - The Munsters® Munster Koach Construction Kit,2017,Frontier Developments,611400.0,2.99
Zup! 5 - DLC,2017,Quiet River,683060.0,0.0
SMITE - Texture Pack,2017,Hi-Rez Studios,677370.0,0.0
Train Simulator: Network Southeast Class 205 ‘Thumper’ DEMU Add-On,2017,Armstrong Powerhouse,500244.0,19.99
Anxiety,2017,PiFTy,667340.0,0.99
Cursed Treasure 2,2017,IriySoft,643960.0,4.99
RXE,2017,Buce Studios LLC,654940.0,5.99
Chimeras: The Signs of Prophecy Collector's Edition,2017,Elephant Games,678410.0,12.99
No Time to Explain OST,2017,"tinyBuild,MrFuby",681560.0,4.99
Planet Ancyra Chronicles,2017,Pulsetense Games,324060.0,9.99
Solar Settlers,2017,BrainGoodGames,655480.0,9.99
Dreamfall Chapters,2017,Red Thread Games,237850.0,24.99
Swap Blocks,2017,Wizbyte Games,672030.0,4.99
MicroSpy,2017,Immersion,669570.0,2.99
MIND BLOX 🔳,2017,DRUNKEN APES,669930.0,2.99
Pastry Lovers,2017,橙光游戏,568750.0,4.99
Cube Jumping,2017,Frederik Holst,665550.0,3.99
Dog Theatre,2017,Kyon Games,667880.0,2.99
Desolate Wastes: Vendor Chronicles,2017,Rotatipyra,563120.0,1.99
Neon Hardcore,2017,Laush Dmitriy Sergeevich,673660.0,0.99
Tell a Demon,2017,Sun Labyrinth LLC,679230.0,12.99
Tell a Demon - Soundtrack & Bonus Material,2017,Sun Labyrinth LLC,679340.0,2.99
Escape From Space Shredder,2017,s_unk,681540.0,2.99
Defense of Roman Britain,2017,First Games Interactive,657790.0,6.99
Lycah,2017,Crow's Perch,681980.0,2.99
Dirty Fighter 1,2017,Dirty Fighter Team,674980.0,7.99
Telepathy Zero,2017,Andrii Vintsevych,655170.0,0.0
Conquest of the New World,1996,Quicksilver Software,674190.0,9.99
Angel Flare,2017,Kuchnier Games,432790.0,9.99
Deadly Sky,2017,SharkGame,661590.0,1.99
Eskimo Bob: Starring Alfonzo,2017,Spoony Bard Productions,651360.0,4.99
My Personal Angel,2017,morojenoe's empire,664570.0,9.99
Armored Freedom,2017,Killer Bees Games,586150.0,9.99
Mint,2017,DGHZ,670100.0,2.99
Civil War: Bull Run 1861,2017,HexWar Games,374960.0,9.99
Ballway,2017,Freedomize Studio,654770.0,0.99
Behold the Kickmen,2017,Size Five Games,529440.0,3.99
Dark and Light,2017,Snail Games USA,529180.0,29.99
InfinitasDM - Expanded Fantasy Tokens,2017,"Atom Switch, Inc.",682830.0,0.0
Lawnmower Game,2017,"Tero Lunkka,Mikko Seppälä",658600.0,1.99
InfinitasDM - Expanded Color Tokens,2017,"Atom Switch, Inc.",682840.0,0.0
Exatron Quest 2,2017,Pillet Michael,669410.0,4.99
InfinitasDM - Sci-Fi Tokens,2017,"Atom Switch, Inc.",682850.0,0.0
Mad Muzzles,2017,hallunazigames,661800.0,0.99
ElectricScribe,2017,hallunazigames,661810.0,0.99
Pixel Perfect,2017,D. Scott Nettleton,656110.0,9.99
Strike Vector EX,2017,Ragequit Corporation,476360.0,11.99
Army Craft,2017,InvoHer,662590.0,0.99
Endless ATC,2015,startgrid,666610.0,2.99
SPACE BATTLE: Humanity,2017,Crabby Team,661970.0,1.99
Megacity Builder,2017,Andrew Rowe,630360.0,14.99
FSX Steam Edition: Robinson R44 Add-On,2017,Just Flight,602811.0,16.99
Poseidon - Project Dark Sky,2017,DP Corp,672770.0,9.99
FSX Steam Edition: Toposim Central America Add-On,2017,Toposim,622351.0,9.99
Space Tyrant,2017,Blue Wizard Digital,562230.0,19.99
Dark Tales: Edgar Allan Poe's The Fall of the House of Usher Collector's Edition,2017,ERS G Studios,678400.0,12.99
Reversed Dreamland,2017,10kbit Games,659750.0,1.99
Aporia: Beyond The Valley,2017,Investigate North,573130.0,16.99
Fire Fighter,2017,Dataware,667450.0,6.99
Hooligan Vasja: Christmas,2017,Trident Game Studio,667360.0,0.99
Gigantic Ultimate Pack,2017,Motiga Inc.,650611.0,29.99
Blood Feed,2017,Racing Bros,575950.0,4.99
iTownGamePlay UNIVERSE,2017,UnderMax Games,667120.0,0.0
StarShip Constructor,2017,SSCTEAM,569770.0,4.99
Pharmakon,2017,Visumeca Games,654660.0,9.99
Crystal Flux,1900,gadz gamz,386430.0,-10.0
The Slimeking's Tower - Soundtrack,2017,CodeManu,678710.0,0.0
Button Button,2017,Centrosphere Game,623320.0,6.99
Euro Fishing: Foundry Dock,2017,Dovetail Games,321460.0,10.99
The Zwuggels - A Beach Holiday Adventure for Kids,2017,Ploosh GmbH,663370.0,2.99
Marooners Deluxe DLC,2017,M2H,674000.0,1.99
Geneticognito,2017,Blob Games Studio,655490.0,2.99
Spirit of the Ancient Forest,2017,Shaman Games Studio,657230.0,4.99
Planetoid Pioneers Upgrade to Contributor Edition,2017,Data Realms,667680.0,19.99
Kingdoms and Castles,2017,"Lion Shield, LLC",569480.0,9.99
Knightfall: Rivals,2017,Behaviour Interactive Inc.,587460.0,0.0
Light Biker Hockey,2017,Theodor Niklas,670550.0,-10.0
Gigantic,2017,Motiga Inc.,327690.0,0.0
SMILE GAME BUILDER A Healer Only Lives Twice Character Resource Pack,2017,Pon Pon Games,649690.0,19.99
Kingsway,2017,Andrew Morrish,588950.0,9.99
Gigantic Starter Pack,2017,Motiga Inc.,650610.0,9.99
AFTERGRINDER,2017,Grave Danger Games,618310.0,4.99
Grimoire: Manastorm - Ice Class,2017,Omniconnection,428840.0,2.99
Children of Zodiarcs,2017,Cardboard Utopia,436290.0,17.99
Children of Zodiarcs Collector's Upgrade,2017,Cardboard Utopia,677670.0,7.99
Tom Clancy's Rainbow Six® Siege - Ash Engineering Set,2017,Ubisoft Montreal,641384.0,7.99
Rocksmith® 2014 Edition – Remastered – 90s Mix Song Pack III,2017,Ubisoft - San Francisco,637699.0,7.99
Rocksmith® 2014 Edition – Remastered – Tom Cochrane - “Life is a Highway”,2017,Ubisoft - San Francisco,637702.0,2.99
VRC PRO off-road track: BARCO Italy,2017,Virtual Racing Industries Ltd.,678730.0,4.99
Serial Cleaner Official Soundtrack,2017,iFun4All S.A.,653230.0,6.99
Sorcerer's Dream,2017,Arai Koh Create Office,656220.0,2.99
Choice of Zombies,2012,Choice of Games,675180.0,4.99
Choice of Zombies - Delta Force Operator,2012,Choice of Games,675200.0,0.99
Kalzor: 2000,2017,Roley Games,656640.0,1.99
Golem Creation Kit,2017,Illuminated Games,650680.0,4.99
Survival Is Not Enough,2017,Fixer Games,407000.0,4.99
Fantasy Grounds - The Dreamers Awaken (PFRPG),2017,"SmiteWorks USA, LLC",676750.0,7.99
Fantasy Grounds - The Dreamers Awaken (Savage Worlds),2017,"SmiteWorks USA, LLC",677320.0,7.99
Fantasy Grounds - Fantasy Skin (Savage Worlds),2017,"SmiteWorks USA, LLC",679150.0,2.99
Runaway Train,2017,Hammer Games,615080.0,2.99
Fantasy Grounds - Modern Skin (Savage Worlds),2017,"SmiteWorks USA, LLC",679790.0,2.99
Fantasy Grounds - Millennium Knights (Savage Worlds),2017,"SmiteWorks USA, LLC",675060.0,24.99
Shn!p,2017,Martin Knopf,664160.0,1.99
RutonyChat - Restream Server,2017,Rutony Studio,649390.0,1.99
Destroyer: Invasion,2017,MFAFB Games LLC,678240.0,1.99
Fantasy Grounds - Dungeonlands: Tomb of the Lich Queen (Savage Worlds),2017,"SmiteWorks USA, LLC",676110.0,24.99
The Museum Relic Campaign,2017,Apache600,602623.0,9.99
Panda Love,2017,cada,659250.0,0.99
JETBROS,2017,Weltrom Studios,601700.0,9.99
NASWAY,2017,"lalalaZero,Urbanoff",657680.0,0.99
Slash It Ultimate,2017,Just1337 Studio,656600.0,4.99
VRC PRO off-road track: LAS VEGAS,2017,Virtual Racing Industries Ltd.,678731.0,4.99
Xenoslaive Overdrive,2017,EVXIO,654240.0,5.99
Celestial Creator,2017,Angel T,666930.0,2.99
Break The Food Chain,2017,TEHO Games,635980.0,4.99
Chromatic,2017,Marc-Antoine Jacob,660070.0,0.99
Whispered Secrets: Into the Beyond Collector's Edition,2017,Grandma Studios,669040.0,12.99
Dungelot OST,2017,Red Winter Software,445850.0,2.99
bead,2017,B.Bit,659810.0,0.99
SQUARE BOX,2017,Vox Mare,665410.0,1.99
Prisoner,2017,Polovey Alexander,653210.0,2.99
Insane Robots,1900,Playniac,516030.0,-10.0
THE AWKWARD STEVE DUOLOGY,2017,"Oh, a Rock! Studios",536770.0,3.99
Colorful Life,2017,Oneironaut Academy LLC,565640.0,2.99
Nurbits,2017,Cogent Education,651010.0,9.99
Naev,2017,Naev Team,598530.0,0.0
Pixel Puzzles Ultimate - Puzzle Pack: Russia,2017,DL Softworks,591503.0,3.99
Mr Rabbit's Alphabet Forest Adventure,2017,Alakhaine Specialist Consulting Limited,652390.0,4.99
The Initial,2017,Restory Studio,665090.0,9.99
Anathema,1900,Esperware Interactive,375390.0,-10.0
Castles,1991,Quicksilver Software,666660.0,9.99
Rusted Warfare - RTS,2017,Corroding Games,647960.0,4.99
VAULT OF HONOR,2017,Virtual Top,656180.0,4.99
Tank Battle Mania,2017,Bogdanehi,661090.0,0.99
Exocomets,2017,Matthew Giordano,655950.0,1.99
tick-hunter,2017,StalkerAlex,655710.0,1.99
Airi's World,2017,Artbox Games,664590.0,4.99
Chinese Souls-Hua Garden/华夏园,2017,Dawei Liu,668300.0,5.99
Riaaf The Spider,2017,"Evgeny Osmet,.ez Games",647040.0,0.99
Fantasy Grounds - Deadlands Reloaded: Knights with no Armor (Savage Worlds),2017,"SmiteWorks USA, LLC",676160.0,19.99
Tower of Time,2017,Event Horizon,617480.0,14.99
OtterBash,2017,NoTime Studios,668800.0,9.99
Tessa's Ark,2017,Andrew Higgins,652030.0,2.99
Loading Screen Simulator,2017,CakeEaterGames,652980.0,0.0
Clumsy Fred,2017,BeshevGames,667130.0,0.99
Dungeon Builder S,2017,LIN KE HSI,667840.0,24.99
Yukie: A Japanese Winter Fairy Tale,2017,ImCyan,352810.0,2.99
Dead Purge: Outbreak,2017,Microlith Games,660990.0,14.99
Attrition: Tactical Fronts,2017,Cardboard Keep,656400.0,14.99
ThinkAhead,2017,"Radaev Valentine,Egor Magurin",655180.0,1.99
Girls and Quiz - Deluxe Edition,2017,morojenoe's empire,667200.0,0.99
OHOTA KREPKOE,2017,ILLUMICORP,667070.0,0.99
FSX Steam Edition: Toposim Caribbean Add-On,2017,Toposim,622352.0,9.99
Lightning: D-Day,2017,HexWar Games,620640.0,9.99
VEGAS Movie Studio 14 Platinum Steam Edition,2017,MAGIX Software GmbH,523120.0,59.99
Horse Racing 2016,2016,Yash Future Tech Solutions Pvt Ltd,655610.0,9.99
Valhall 2000,2017,Simen Skogly Russnes,661270.0,0.99
Warface - Complete Tournament Pack,2017,Crytek,670570.0,99.99
A Matter of Murder - Soundtrack,2017,Worthing &amp; Moncrieff,676050.0,1.99
Sphere Frustration,2017,GreatherGames,667160.0,0.99
MyWorld - Forgotten Lands,2017,The Game Creators,677150.0,9.99
Kursk - Battle at Prochorovka,2017,Yobowargames,605200.0,12.99
Planet 2117,2017,Versus System,658750.0,3.99
The Maze : Endless nightmare,2017,LaserStone,580970.0,2.99
Visitors: Marine Invasion,2017,Black Side,661240.0,1.99
Fantasy Grounds - Faerie Passions (5E),2017,"SmiteWorks USA, LLC",671110.0,5.99
Devoid of Shadows,2017,N-Game Studios,671900.0,8.99
Project Highrise: Miami Malls,2017,SomaSim,636500.0,1.99
Fantasy Grounds - Savage Worlds Necessary Evil Online Gaming (Token Pack),2017,"SmiteWorks USA, LLC",668950.0,6.99
Star Trek Timelines,2016,Disruptor Beam Inc.,600750.0,0.0
The End Is Nigh,2017,"Edmund McMillen,Tyler Glaiel",583470.0,14.99
The End is Nigh - Soundtrack,2017,Ridiculon,666670.0,4.99
Iron Crypticle,2017,Confused Pelican,548680.0,9.99
Haunted Halls: Green Hills Sanitarium Collector's Edition,2017,ERS G Studios,647080.0,12.99
The Last Playlist,2017,,586780.0,4.99
Warhammer Vermintide - Saltzpyre ' Estalian Leather Coat' Skin,2017,Fatshark,463790.0,1.99
My Friend's Rubber Ducky,2016,,576990.0,4.99
Catacombs 1: Demon War,2017,SimProse Studios,654250.0,2.99
Super Hardcore,2017,.ez Games,647050.0,0.99
Circuitous ®,2017,The Owl Prophecy,483490.0,3.99
Crystal Control II,2017,"Virtually Competent, LLC",499580.0,4.99
Fruit Sudoku🍉,2017,SlyGames,597110.0,0.99
Beastmaster,2017,,641690.0,1.99
Nightman,2017,,641710.0,1.99
Relic Hunter,2017,,641700.0,2.99
Version 3.0 Beta - Including Controller Support,2017,Stolen Couch Games,667650.0,0.0
A Quick Death,2017,Axiomatic Games,654000.0,4.99
Black The Fall,2017,Sand Sailor Studio,308060.0,14.99
Wild Guns Reloaded,2017,NatsumeAtari Inc.,585910.0,19.99
Black The Fall: Collector's Upgrade,2017,Sand Sailor Studio,654540.0,4.99
Rocksmith® 2014 Edition – Remastered – The Strokes Song Pack II,2017,Ubisoft - San Francisco,637694.0,9.99
Rocksmith® 2014 Edition – Remastered – The Strokes - “Someday”,2017,Ubisoft - San Francisco,637697.0,2.99
Rocksmith® 2014 Edition – Remastered – The Strokes - “Taken for a Fool”,2017,Ubisoft - San Francisco,637698.0,2.99
Rocksmith® 2014 Edition – Remastered – The Strokes - “You Only Live Once”,2017,Ubisoft - San Francisco,637696.0,2.99
Minecraft: Story Mode - Season Two,2017,Telltale Games,639170.0,24.99
Rocksmith® 2014 Edition – Remastered – The Strokes - “12:51”,2017,Ubisoft - San Francisco,637695.0,2.99
Hexagon Defense,2017,LiMAVR,603860.0,3.99
Gelu,2017,NedoStudio,664610.0,0.99
Chicken Wars,2017,Sokolov Yaroslav Vladimirovich,668790.0,1.99
Ariel,2017,Nuclear Fiction,449700.0,9.99
Brigand: Oaxaca,2017,"Brian Lancaster,Laughing Coyote Software",652410.0,5.99
Ariel OST,2017,Nuclear Fiction,653790.0,4.99
In the Raven Shadow – Official Soundtrack,2017,"Rainbow Rhino,CINEMAX, s.r.o.",656670.0,2.99
In the Raven Shadow – Ve stínu havrana,2017,"Rainbow Rhino,CINEMAX, s.r.o.",656570.0,3.99
Warhammer Vermintide - Sienna 'Wyrmscales' Skin,2017,Fatshark,463796.0,1.99
Warhammer Vermintide - Kruber 'Carroburg Livery' Skin,2017,Fatshark,463797.0,1.99
Warp Rider,2017,Electric Root,656370.0,0.99
Warhammer Vermintide - Kerillian 'Tirsyth Garment' Skin,2017,Fatshark,463798.0,1.99
Warhammer Vermintide - Bardin 'Studded Leather' Skin,2017,Fatshark,463799.0,1.99
Solitaire - Cat Pirate Portrait,2017,Boogygames Studios,666800.0,1.99
Omegaland,2017,Jonas Kyratzes,619870.0,2.99
FSX Steam Edition: Bell 47™ Add-On,2017,FlySimWare,556214.0,19.99
YamaYama,2017,Lumenox ehf,455770.0,9.99
Psebay,2017,Eugeny Butakov,608660.0,9.99
Aporia: Beyond The Valley - Soundtrack,2017,Investigate North,669590.0,8.99
Smiles - Awesomenauts Character,2017,Ronimo Games,561566.0,5.99
Riders of Icarus - Legendary Trickster's Guile Package,2017,WeMade,668040.0,44.99
Riders of Icarus - Novitiate Essentials Package,2017,WeMade,668060.0,14.99
Riders of Icarus - Heroic Trickster's Guile Package,2017,WeMade,668050.0,29.99
Shane Mauss: Mating Season,2013,,646750.0,3.99
Aftermath Y2K,2017,"Matthew Willis,Jesse Crespo",655360.0,4.99
Reflecting Fate,2017,"KxONE,Andrew Drumov,starmops",644160.0,4.99
Just One Line,2017,JOL Studios,640210.0,9.99
Bump+Smack,2017,Jason Sadler,652070.0,1.99
Queen of Seas - Wallpapers,2017,Uruca Game Studio,675930.0,0.99
Fantasy Grounds - Gaming Pack #2: Arcana Evolved (Token Pack),2017,"SmiteWorks USA, LLC",663660.0,6.99
Fantasy Grounds - Sci-fi Skin (Savage Worlds),2017,"SmiteWorks USA, LLC",673120.0,2.99
Fantasy Grounds - Dungeons & Dragons: Harried in Hillsfar,2017,"SmiteWorks USA, LLC",670980.0,0.0
Stronghold HD - USA Campaign Map Skin,2017,FireFly Studios,673440.0,0.0
Fantasy Grounds - The Sixth Gun Roleplaying Game (Savage Worlds),2017,"SmiteWorks USA, LLC",673170.0,19.99
Fantasy Grounds - The Folio: The Complete Roslof Keep Campaign (5E),2017,"SmiteWorks USA, LLC",651630.0,39.99
Unturned,2017,Smartly Dressed Games,304930.0,0.0
Chroma Blast,2017,William Cheek,653220.0,0.0
World of Guns: Hunting Pack #1,2017,Noble Empire Corp.,674290.0,9.99
Abducted Soundtrack,2017,Sunside Inc,383490.0,4.99
Deceit - Werewolf Pack,2017,Automaton,672840.0,4.99
Stan Lee Presents: Mosaic,2007,,647140.0,4.99
Stan Lee Presents: Condor,2007,,647130.0,4.99
Tears of a Dragon,2017,Donovan Bell,577760.0,4.99
Redout - Mars Pack,2017,34BigThings srl,627440.0,6.99
Visual Novel Engine,2017,qberty,665040.0,0.0
Ambre - Original Soundtrack,2017,Träumendes Mädchen,654340.0,0.0
Little Red Lie,2017,WZOGI,510520.0,9.99
Visual Novel Engine - Export Your Game!,2017,qberty,665070.0,2.99
Block Robot Mini Survival Game,2017,Theodor Niklas,656730.0,5.99
Awesome Machine,2017,Bellosoft,626160.0,2.99
Chateau Garden,2017,Makivision Games,636010.0,6.99
Tyd wag vir Niemand (Time waits for Nobody),2017,Skobbejak Games,589730.0,9.99
Demon Peak,2017,Kajak Games,525380.0,4.99
Warframe: Piercing Step Pinnacle Pack,2017,Digital Extremes,670740.0,19.99
Warframe: Vigor Pinnacle Pack,2017,Digital Extremes,670741.0,39.99
Warframe: Armored Agility Pinnacle Pack,2017,Digital Extremes,670742.0,59.99
Dirty Fighter 2,2017,Dirty Fighter Team,662660.0,9.99
Warframe: Stealth Drift Pinnacle Pack,2017,Digital Extremes,670743.0,99.99
Speedway Challenge League,2017,Artur Berkowski Berobasket,662620.0,2.99
The Heart of the Earth,2017,DeadBrainGaming,645310.0,1.99
Mystic Destinies: Serendipity of Aeons - Hikaru: Book II,2017,Aeon Dream Studios,649160.0,3.99
Root Letter - Artbook,2017,"KADOKAWA GAMES, LTD",579650.0,4.99
√Letter - Root Letter -,2017,"KADOKAWA GAMES, LTD",543240.0,19.99
FSX Steam Edition: Toposim Australia Add-On,2017,Toposim,622350.0,14.99
Draw_Love,2017,Sergej110,654870.0,1.99
TS Marketplace: GWR Churchward Panelled Toplights Pack 01 Add-On,2017,Matrix Trains,513119.0,4.99
Died Of Fear,2017,Ïorg Arms,663920.0,0.99
TS Marketplace: GWR Churchward Panelled Toplights Pack 02 Add-On,2017,Matrix Trains,623250.0,4.99
Tactics: Bludgeons Blessing,2017,Capt. McCay Soft,517500.0,9.99
Ping,2017,Examined Interactive,655280.0,0.99
Starship Theory,2017,Reconnect Software,574760.0,11.99
Stophat,2017,Problematicar,671270.0,0.99
Void Wisp,2017,D. W. O'Boyle,664110.0,3.99
埋葬 DIG A BOO,2017,bonefrog,616330.0,9.99
The First Time I Died,2017,Ryan Stephen,653770.0,1.99
Bomb Defense,2017,Mitorah Games,656680.0,7.99
Fantasy Grounds - Disposable Heroes: Superhero Statix Set One (Token Pack),2017,"SmiteWorks USA, LLC",648450.0,3.99
RWBY Chibi: Season 1,2017,,649370.0,4.99
Rocksmith® 2014 Edition – Remastered – 70s Mix Song Pack II,2017,Ubisoft - San Francisco,637690.0,7.99
Rocksmith® 2014 Edition – Remastered – Jim Croce - “Time in a Bottle”,2017,Ubisoft - San Francisco,637691.0,2.99
Rocksmith® 2014 Edition – Remastered – Peter Frampton - “Do You Feel Like We Do”,2017,Ubisoft - San Francisco,637692.0,2.99
Rocksmith® 2014 Edition – Remastered – Thin Lizzy - “Cowboy Song”,2017,Ubisoft - San Francisco,637693.0,2.99
Heroes of Paragon,2017,EVERYDAYiPLAY,614100.0,0.0
RPS Runner,2017,Thugnificent,654670.0,0.99
RPS Runner: Soundtrack,2017,Thugnificent,658410.0,0.99
Corroded - Early Bird Edition,2017,Encircle Games,551660.0,12.99
作业本战记（exercise book epic）,2017,SilverBlade,659860.0,0.99
Grey Lady,2017,,635710.0,4.99
Animallica,2017,CRIO Studios,638850.0,19.99
Tommy's Honour,2017,,636300.0,4.99
Antiquia Lost,2017,Exe Create Inc.,648640.0,9.99
Photon Rush,2017,Gametroleum,667660.0,14.99
Age of Fear: Concept Art Book,2017,Leslaw Sliwko,577110.0,3.99
Mission: Escape from Island,2017,Falcoware,617170.0,1.99
FSX Steam Edition: McDonnell Douglas DC-10™,2017,Just Flight,556222.0,29.99
Maze Bandit,2017,Gamestone Studio,621850.0,2.99
Train Simulator: Malmesbury Branch Route Add-On,2017,Just Trains,562376.0,11.99
"Warhammer 40,000: Sanctus Reach - Legacy of the Weirdboy",2017,Straylight Entertainment,623140.0,9.99
The Adventures of Fluffy,2017,RPGVideo,586600.0,0.99
A Snake's Tale,2017,m12y,654810.0,2.99
Cricket Captain 2017,2017,Childish Things,561590.0,24.99
GENE RODDENBERRY'S ANDROMEDA,2017,,641670.0,2.99
Legends of Iskaria: Days of Thieves,2017,Ludovic Lafferayrie,664530.0,2.99
Pixel Pursuit,2017,Omnichron Studios,659320.0,5.99
GENE RODDENBERRY'S EARTH: FINAL CONFLICT,2017,,641680.0,1.99
Spiny Adventures,2017,Brzezinski,628850.0,0.99
Multiplayer FPS Demo,2017,Vitor Pêgas,628440.0,0.0
Electronics Circuits Simulator,2017,"Arttu Tuovinen,Alan Bourhis,Michael Callaghan",657410.0,0.0
Watchlist,2016,Fletcher's Games,652760.0,1.99
RiotZ,2017,Triple Rush Games,659460.0,3.99
Little Nightmares The Depths DLC,2017,Tarsier Studios,584095.0,3.99
Radiance Build,2017,Sunside Inc,672060.0,0.0
Rocket League X Monstercat Vol. 1,2017,"Psyonix, Inc.",457193.0,5.99
Gold Rush In The Oort Cloud,2017,WTFOMGames,661530.0,5.99
NEON GALAXY,2017,Nicholas Backus,651970.0,1.99
Adventure Craft,2017,Edible Entertainment,624890.0,14.99
Dreamblaster,2017,Odamir Khaulepi,654630.0,1.99
Baobabs Mausoleum Ep.1: Ovnifagos Don´t Eat Flamingos,2017,Celery Emblem™,646600.0,5.99
Haunted Hotel: Stay in the Light,2017,JRad Games,660170.0,5.99
Beans: The Coffee Shop Simulator,2017,Whitethorn Digital,549240.0,4.99
How to create a Multiplayer First Person Shooter (FPS),2017,,635170.0,4.99
Live2DViewerEX,2017,Pavo Studio,616720.0,4.99
"Bolt Riley, A Reggae Adventure - Chapter 1 Soundtrack",2016,"Adventure Mob,Corbomite Games",510820.0,4.99
LOGistICAL - Egypt,2017,Sacada,661890.0,1.99
Beans: The Coffee Shop Simulator - OST,2017,Whitethorn Digital,648080.0,2.99
Slingshot Puzzle,2017,DreamDale,670630.0,4.99
SAELIG,2017,Stardog Games,612720.0,14.99
PLANETS OF WAR,2017,Indiecode Games,656140.0,0.99
Inferno Puzzle,2017,Tero Lunkka,654980.0,0.99
X-Plane 11 - Add-on: Aerosoft Airport Bonaire Flamingo,2017,Jo Erlend Sund,636132.0,17.99
Fantasy Mosaics 15: Ancient Land,2016,Andy Jurko,656660.0,9.99
Aetherspace,2017,Munchkin's Lair,659900.0,0.0
Aetherspace - Expansion Pack,2017,Munchkin's Lair,660930.0,4.99
Warface - Deluxe Starter Pack,2017,Crytek,649270.0,59.99
Warface - Jungle Starter Pack,2017,Crytek,649271.0,29.99
Warface - Winter Starter Pack,2017,Crytek,649272.0,29.99
Escape From BioStation,2017,Tusky Games,391650.0,2.99
Pixplode,2017,Empyrean,631770.0,2.99
Kimulator 2: The Bottle Flip Master,2017,Bmc Studio,657900.0,2.99
Ether Awakening,2017,Matthew Putnam,664820.0,2.99
John (for Athopiu),2017,TeamAthopiu,658383.0,1.99
Mia (for Athopiu),2017,TeamAthopiu,658382.0,1.99
Max (for Athopiu),2017,TeamAthopiu,658385.0,1.99
House Party,2017,"Eek! Games, LLC",611790.0,14.99
Space Hit,2017,Artur Rezende,656910.0,0.99
Sophia (for Athopiu),2017,TeamAthopiu,658386.0,1.99
